track,plan,element,element_kind,consumed_by_engine,source_channel,source_file,vintage,specificity,extractor,evidence,confidence,note
state,IN37,wagerel,distribution_sheet,yes,plan_workbook,Data/Plans/States/IN37/IN37_2017.xlsx,FY2017,plan_specific,brookings,workbook notes: thin; csv_matrices precursors: wagerel; source AV/CAFR PDFs in plan folder,high,extraction assumptions undocumented (Tier C)
state,IN37,mortality,distribution_sheet,yes,plan_workbook,Data/Plans/States/IN37/IN37_2017.xlsx,FY2017,shared_default,brookings,workbook notes: thin; csv_matrices precursors: mortalityact+mortalityret; source AV/CAFR PDFs in plan folder,high,extraction assumptions undocumented (Tier C)
state,IN37,wagegrowth,distribution_sheet,no_ghost_sheet,n/a,,FY2017,plan_specific,brookings,workbook notes: thin; csv_matrices precursors: wagegrowth; source AV/CAFR PDFs in plan folder,high,engine uses PPD wage-growth chain instead
state,IN37,withdrawal,distribution_sheet,yes,plan_workbook,Data/Plans/States/IN37/IN37_2017.xlsx,FY2017,plan_specific,brookings,workbook notes: thin; csv_matrices precursors: withdrawalf+withdrawalm; source AV/CAFR PDFs in plan folder,high,extraction assumptions undocumented (Tier C)
state,IN37,retirement,distribution_sheet,yes,plan_workbook,Data/Plans/States/IN37/IN37_2017.xlsx,FY2017,plan_specific,brookings,workbook notes: thin; csv_matrices precursors: retirementn+retiremento; source AV/CAFR PDFs in plan folder,high,extraction assumptions undocumented (Tier C)
state,IN37,refund,distribution_sheet,fallback,default_assumptions,Data/Common/states/default_assumptions.xlsx,FY2017,shared_default,brookings,workbook notes: thin; source AV/CAFR PDFs in plan folder,high,availableData=False
state,IN37,disability,distribution_sheet,no_ghost_sheet,n/a,,FY2017,shared_default,brookings,workbook notes: thin; source AV/CAFR PDFs in plan folder,high,engine uses constant DisabilityPayoutRate=0.025
state,IN37,WageGrowth,scalar_resolution,yes,ppd_panel,Data/Common/states/ppd-data-latest.xlsx,fy2022,plan_specific,CRR_digest,resolved: ppd_panel.WageInflation,high,fallback chain per model_input_dictionary.md §3
state,IN37,Inflation,scalar_resolution,yes,ppd_panel,Data/Common/states/ppd-data-latest.xlsx,fy2022,plan_specific,CRR_digest,resolved: ppd_panel.InflationAssumption_GASB,high,fallback chain per model_input_dictionary.md §3
state,IN37,InactiveScaling,scalar_resolution,yes,ppd_panel,Data/Common/states/ppd-data-latest.xlsx,fy2022,plan_specific,CRR_digest,resolved: ppd_panel.InactiveVestedMembers,high,fallback chain per model_input_dictionary.md §3
state,IN37,tier_rules,tier_rules,yes,planchanges,Data/Common/states/planchanges_main_2022_clean.xlsx,2022 update (curated 2024),plan_specific,in-house (from Brookings planchanges_main),row present in sheet 'in',high,
state,IN37,pctmale/pctmrg/reduct/inactive_adj,scalar_resolution,yes,legacy_ppd_csv,Data/Common/states/PPD_planlevel_main_updated.csv,2022 file,plan_specific,brookings-era,planid row present,high,underlying derivation undocumented (Tier C)
state,LA130,ageservice,distribution_sheet,yes,plan_workbook,Data/Plans/States/LA130/LA130_2017.xlsx,FY2017,plan_specific,brookings,workbook notes: thin; csv_matrices precursors: ageservice; source AV/CAFR PDFs in plan folder,high,extraction assumptions undocumented (Tier C)
state,LA130,retdist,distribution_sheet,yes,plan_workbook,Data/Plans/States/LA130/LA130_2017.xlsx,FY2017,plan_specific,brookings,workbook notes: thin; csv_matrices precursors: retbenrel+retdist; source AV/CAFR PDFs in plan folder,high,extraction assumptions undocumented (Tier C)
state,LA130,wagerel,distribution_sheet,yes,plan_workbook,Data/Plans/States/LA130/LA130_2017.xlsx,FY2017,plan_specific,brookings,workbook notes: thin; csv_matrices precursors: wagerel; source AV/CAFR PDFs in plan folder,high,extraction assumptions undocumented (Tier C)
state,LA130,mortality,distribution_sheet,yes,plan_workbook,Data/Plans/States/LA130/LA130_2017.xlsx,FY2017,plan_specific,brookings,workbook notes: thin; csv_matrices precursors: mortalityact+mortalityret; source AV/CAFR PDFs in plan folder,high,extraction assumptions undocumented (Tier C)
state,LA130,wagegrowth,distribution_sheet,no_ghost_sheet,n/a,,FY2017,plan_specific,brookings,workbook notes: thin; csv_matrices precursors: wagegrowth; source AV/CAFR PDFs in plan folder,high,engine uses PPD wage-growth chain instead
state,LA130,withdrawal,distribution_sheet,yes,plan_workbook,Data/Plans/States/LA130/LA130_2017.xlsx,FY2017,plan_specific,brookings,workbook notes: thin; csv_matrices precursors: withdrawalf+withdrawalm; source AV/CAFR PDFs in plan folder,high,extraction assumptions undocumented (Tier C)
state,LA130,retirement,distribution_sheet,yes,plan_workbook,Data/Plans/States/LA130/LA130_2017.xlsx,FY2017,plan_specific,brookings,workbook notes: thin; csv_matrices precursors: retirementn+retiremento; source AV/CAFR PDFs in plan folder,high,extraction assumptions undocumented (Tier C)
state,LA130,refund,distribution_sheet,fallback,default_assumptions,Data/Common/states/default_assumptions.xlsx,FY2017,shared_default,brookings,workbook notes: thin; source AV/CAFR PDFs in plan folder,high,availableData=False
state,LA130,disability,distribution_sheet,no_ghost_sheet,n/a,,FY2017,shared_default,brookings,workbook notes: thin; source AV/CAFR PDFs in plan folder,high,engine uses constant DisabilityPayoutRate=0.025
state,LA130,WageGrowth,scalar_resolution,yes,legacy_ppd_csv,Data/Common/states/ppd-data-latest.xlsx,fy2022,plan_specific,CRR_digest,resolved: legacy_ppd_csv.wage_inf[2017],high,fallback chain per model_input_dictionary.md §3
state,LA130,Inflation,scalar_resolution,yes,ppd_panel,Data/Common/states/ppd-data-latest.xlsx,fy2022,plan_specific,CRR_digest,resolved: ppd_panel.InflationAssumption_GASB,high,fallback chain per model_input_dictionary.md §3
state,LA130,InactiveScaling,scalar_resolution,yes,ppd_panel,Data/Common/states/ppd-data-latest.xlsx,fy2022,plan_specific,CRR_digest,resolved: ppd_panel.actives_tot x inactive_adj(0.0319619),high,fallback chain per model_input_dictionary.md §3
state,LA130,tier_rules,tier_rules,yes,planchanges,Data/Common/states/planchanges_main_2022_clean.xlsx,2022 update (curated 2024),plan_specific,in-house (from Brookings planchanges_main),row present in sheet 'in',high,
state,LA130,pctmale/pctmrg/reduct/inactive_adj,scalar_resolution,yes,legacy_ppd_csv,Data/Common/states/PPD_planlevel_main_updated.csv,2022 file,plan_specific,brookings-era,planid row present,high,underlying derivation undocumented (Tier C)
state,LA163,ageservice,distribution_sheet,yes,plan_workbook,Data/Plans/States/LA163/LA163_2017.xlsx,FY2017,plan_specific,brookings,workbook notes: thin; csv_matrices precursors: ageservice; source AV/CAFR PDFs in plan folder,high,extraction assumptions undocumented (Tier C)
state,LA163,retdist,distribution_sheet,yes,plan_workbook,Data/Plans/States/LA163/LA163_2017.xlsx,FY2017,plan_specific,brookings,workbook notes: thin; csv_matrices precursors: retbenrel+retdist; source AV/CAFR PDFs in plan folder,high,extraction assumptions undocumented (Tier C)
state,LA163,wagerel,distribution_sheet,yes,plan_workbook,Data/Plans/States/LA163/LA163_2017.xlsx,FY2017,plan_specific,brookings,workbook notes: thin; csv_matrices precursors: wagerel+wagerel-BD09746; source AV/CAFR PDFs in plan folder,high,extraction assumptions undocumented (Tier C)
state,LA163,mortality,distribution_sheet,yes,plan_workbook,Data/Plans/States/LA163/LA163_2017.xlsx,FY2017,plan_specific,brookings,workbook notes: thin; csv_matrices precursors: mortalityact+mortalityret; source AV/CAFR PDFs in plan folder,high,extraction assumptions undocumented (Tier C)
state,LA163,wagegrowth,distribution_sheet,no_ghost_sheet,n/a,,FY2017,plan_specific,brookings,workbook notes: thin; csv_matrices precursors: wagegrowth; source AV/CAFR PDFs in plan folder,high,engine uses PPD wage-growth chain instead
state,LA163,withdrawal,distribution_sheet,yes,plan_workbook,Data/Plans/States/LA163/LA163_2017.xlsx,FY2017,plan_specific,brookings,workbook notes: thin; csv_matrices precursors: withdrawalf+withdrawalm; source AV/CAFR PDFs in plan folder,high,extraction assumptions undocumented (Tier C)
state,LA163,retirement,distribution_sheet,yes,plan_workbook,Data/Plans/States/LA163/LA163_2017.xlsx,FY2017,plan_specific,brookings,workbook notes: thin; csv_matrices precursors: retirementn+retiremento; source AV/CAFR PDFs in plan folder,high,extraction assumptions undocumented (Tier C)
state,LA163,refund,distribution_sheet,fallback,default_assumptions,Data/Common/states/default_assumptions.xlsx,FY2017,shared_default,brookings,workbook notes: thin; source AV/CAFR PDFs in plan folder,high,availableData=False
state,LA163,disability,distribution_sheet,no_ghost_sheet,n/a,,FY2017,shared_default,brookings,workbook notes: thin; source AV/CAFR PDFs in plan folder,high,engine uses constant DisabilityPayoutRate=0.025
state,LA163,WageGrowth,scalar_resolution,yes,ppd_panel,Data/Common/states/ppd-data-latest.xlsx,fy2022,plan_specific,CRR_digest,resolved: ppd_panel.PayrollGrowthAssumption,high,fallback chain per model_input_dictionary.md §3
state,LA163,Inflation,scalar_resolution,yes,ppd_panel,Data/Common/states/ppd-data-latest.xlsx,fy2022,plan_specific,CRR_digest,resolved: ppd_panel.InflationAssumption_GASB,high,fallback chain per model_input_dictionary.md §3
state,LA163,InactiveScaling,scalar_resolution,yes,ppd_panel,Data/Common/states/ppd-data-latest.xlsx,fy2022,plan_specific,CRR_digest,resolved: ppd_panel.InactiveVestedMembers,high,fallback chain per model_input_dictionary.md §3
state,LA163,tier_rules,tier_rules,yes,planchanges,Data/Common/states/planchanges_main_2022_clean.xlsx,2022 update (curated 2024),plan_specific,in-house (from Brookings planchanges_main),row present in sheet 'in',high,
state,LA163,pctmale/pctmrg/reduct/inactive_adj,scalar_resolution,yes,legacy_ppd_csv,Data/Common/states/PPD_planlevel_main_updated.csv,2022 file,plan_specific,brookings-era,planid row present,high,underlying derivation undocumented (Tier C)
state,LA44,ageservice,distribution_sheet,yes,plan_workbook,Data/Plans/States/LA44/LA44_2017.xlsx,FY2017,plan_specific,brookings,workbook notes: thin; csv_matrices precursors: ageservice; source AV/CAFR PDFs in plan folder,high,extraction assumptions undocumented (Tier C)
state,LA44,retdist,distribution_sheet,yes,plan_workbook,Data/Plans/States/LA44/LA44_2017.xlsx,FY2017,plan_specific,brookings,workbook notes: thin; csv_matrices precursors: retbenrel+retdist; source AV/CAFR PDFs in plan folder,high,extraction assumptions undocumented (Tier C)
state,LA44,wagerel,distribution_sheet,yes,plan_workbook,Data/Plans/States/LA44/LA44_2017.xlsx,FY2017,plan_specific,brookings,workbook notes: thin; csv_matrices precursors: wagerel; source AV/CAFR PDFs in plan folder,high,extraction assumptions undocumented (Tier C)
state,LA44,mortality,distribution_sheet,yes,plan_workbook,Data/Plans/States/LA44/LA44_2017.xlsx,FY2017,plan_specific,brookings,workbook notes: thin; csv_matrices precursors: mortalityact+mortalityret; source AV/CAFR PDFs in plan folder,high,extraction assumptions undocumented (Tier C)
state,LA44,wagegrowth,distribution_sheet,no_ghost_sheet,n/a,,FY2017,plan_specific,brookings,workbook notes: thin; csv_matrices precursors: wagegrowth; source AV/CAFR PDFs in plan folder,high,engine uses PPD wage-growth chain instead
state,LA44,withdrawal,distribution_sheet,yes,plan_workbook,Data/Plans/States/LA44/LA44_2017.xlsx,FY2017,plan_specific,brookings,workbook notes: thin; csv_matrices precursors: withdrawalf+withdrawalm; source AV/CAFR PDFs in plan folder,high,extraction assumptions undocumented (Tier C)
state,LA44,retirement,distribution_sheet,fallback,default_assumptions,Data/Common/states/default_assumptions.xlsx,FY2017,plan_specific,brookings,workbook notes: thin; csv_matrices precursors: retirementf+retirementm+retirementn+retiremento; source AV/CAFR PDFs in plan folder,high,availableData=False
state,LA44,refund,distribution_sheet,fallback,default_assumptions,Data/Common/states/default_assumptions.xlsx,FY2017,shared_default,brookings,workbook notes: thin; csv_matrices precursors: refundf+refundm; source AV/CAFR PDFs in plan folder,high,availableData=False
state,LA44,disability,distribution_sheet,no_ghost_sheet,n/a,,FY2017,shared_default,brookings,workbook notes: thin; csv_matrices precursors: disabilityf+disabilitym; source AV/CAFR PDFs in plan folder,high,engine uses constant DisabilityPayoutRate=0.025
state,LA44,WageGrowth,scalar_resolution,yes,ppd_panel,Data/Common/states/ppd-data-latest.xlsx,fy2022,plan_specific,CRR_digest,resolved: ppd_panel.WageInflation,high,fallback chain per model_input_dictionary.md §3
state,LA44,Inflation,scalar_resolution,yes,ppd_panel,Data/Common/states/ppd-data-latest.xlsx,fy2022,plan_specific,CRR_digest,resolved: ppd_panel.InflationAssumption_GASB,high,fallback chain per model_input_dictionary.md §3
state,LA44,InactiveScaling,scalar_resolution,yes,ppd_panel,Data/Common/states/ppd-data-latest.xlsx,fy2022,plan_specific,CRR_digest,resolved: ppd_panel.InactiveVestedMembers,high,fallback chain per model_input_dictionary.md §3
state,LA44,tier_rules,tier_rules,yes,planchanges,Data/Common/states/planchanges_main_2022_clean.xlsx,2022 update (curated 2024),plan_specific,in-house (from Brookings planchanges_main),row present in sheet 'in',high,
state,LA44,pctmale/pctmrg/reduct/inactive_adj,scalar_resolution,yes,legacy_ppd_csv,Data/Common/states/PPD_planlevel_main_updated.csv,2022 file,plan_specific,brookings-era,planid row present,high,underlying derivation undocumented (Tier C)
state,MA50,ageservice,distribution_sheet,r_track_only,plan_workbook,Data/Plans/States/MA50/MA50_2017.xlsx,FY2017,plan_specific,brookings,workbook notes: thin; csv_matrices precursors: ageservice; source AV/CAFR PDFs in plan folder,high,plan not in fast runner
state,MA50,retdist,distribution_sheet,r_track_only,plan_workbook,Data/Plans/States/MA50/MA50_2017.xlsx,FY2017,plan_specific,brookings,workbook notes: thin; csv_matrices precursors: retbenrel+retdist; source AV/CAFR PDFs in plan folder,high,plan not in fast runner
state,MA50,wagerel,distribution_sheet,r_track_only,plan_workbook,Data/Plans/States/MA50/MA50_2017.xlsx,FY2017,plan_specific,brookings,workbook notes: thin; csv_matrices precursors: wagerel+wagerel-BD09726; source AV/CAFR PDFs in plan folder,high,plan not in fast runner
state,MA50,mortality,distribution_sheet,r_track_only,plan_workbook,Data/Plans/States/MA50/MA50_2017.xlsx,FY2017,plan_specific,brookings,workbook notes: thin; csv_matrices precursors: mortalityact+mortalityret; source AV/CAFR PDFs in plan folder,high,plan not in fast runner
state,MA50,wagegrowth,distribution_sheet,no_ghost_sheet,n/a,,FY2017,plan_specific,brookings,workbook notes: thin; csv_matrices precursors: wagegrowth; source AV/CAFR PDFs in plan folder,high,engine uses PPD wage-growth chain instead
state,MA50,withdrawal,distribution_sheet,r_track_only,plan_workbook,Data/Plans/States/MA50/MA50_2017.xlsx,FY2017,plan_specific,brookings,workbook notes: thin; csv_matrices precursors: withdrawalf+withdrawalm; source AV/CAFR PDFs in plan folder,high,plan not in fast runner
state,MA50,retirement,distribution_sheet,r_track_only,plan_workbook,Data/Plans/States/MA50/MA50_2017.xlsx,FY2017,plan_specific,brookings,workbook notes: thin; csv_matrices precursors: retirementf+retirementm+retirementn+retiremento; source AV/CAFR PDFs in plan folder,high,plan not in fast runner
state,MA50,refund,distribution_sheet,r_track_only,plan_workbook,Data/Plans/States/MA50/MA50_2017.xlsx,FY2017,shared_default,brookings,workbook notes: thin; csv_matrices precursors: refund+refundf+refundm; source AV/CAFR PDFs in plan folder,high,plan not in fast runner
state,MA50,disability,distribution_sheet,no_ghost_sheet,n/a,,FY2017,shared_default,brookings,workbook notes: thin; csv_matrices precursors: disability+disabilityf+disabilitym; source AV/CAFR PDFs in plan folder,high,engine uses constant DisabilityPayoutRate=0.025
state,MA50,WageGrowth,scalar_resolution,yes,ppd_panel,Data/Common/states/ppd-data-latest.xlsx,fy2022,plan_specific,CRR_digest,resolved: ppd_panel.PayrollGrowthAssumption,high,fallback chain per model_input_dictionary.md §3
state,MA50,Inflation,scalar_resolution,yes,ppd_panel,Data/Common/states/ppd-data-latest.xlsx,fy2022,plan_specific,CRR_digest,resolved: ppd_panel.InflationAssumption_GASB,high,fallback chain per model_input_dictionary.md §3
state,MA50,InactiveScaling,scalar_resolution,yes,ppd_panel,Data/Common/states/ppd-data-latest.xlsx,fy2022,plan_specific,CRR_digest,resolved: ppd_panel.InactiveVestedMembers,high,fallback chain per model_input_dictionary.md §3
state,MA50,tier_rules,tier_rules,yes,planchanges,Data/Common/states/planchanges_main_2022_clean.xlsx,2022 update (curated 2024),plan_specific,in-house (from Brookings planchanges_main),row present in sheet 'in',high,
state,MA50,pctmale/pctmrg/reduct/inactive_adj,scalar_resolution,yes,legacy_ppd_csv,Data/Common/states/PPD_planlevel_main_updated.csv,2022 file,plan_specific,brookings-era,planid row present,high,underlying derivation undocumented (Tier C)
state,MA51,ageservice,distribution_sheet,no_2022_track,plan_workbook,Data/Plans/States/MA51/MA51_2017.xlsx,FY2017,plan_specific,brookings,workbook notes: rich_with_source_urls; csv_matrices precursors: ageservice; source AV/CAFR PDFs in plan folder,high,plan not in fast runner
state,MA51,retdist,distribution_sheet,no_2022_track,plan_workbook,Data/Plans/States/MA51/MA51_2017.xlsx,FY2017,plan_specific,brookings,workbook notes: rich_with_source_urls; csv_matrices precursors: retbenrel+retdist; source AV/CAFR PDFs in plan folder,high,plan not in fast runner
state,MA51,wagerel,distribution_sheet,no_2022_track,plan_workbook,Data/Plans/States/MA51/MA51_2017.xlsx,FY2017,plan_specific,brookings,workbook notes: rich_with_source_urls; csv_matrices precursors: wagerel; source AV/CAFR PDFs in plan folder,high,plan not in fast runner
state,MA51,mortality,distribution_sheet,no_2022_track,plan_workbook,Data/Plans/States/MA51/MA51_2017.xlsx,FY2017,plan_specific,brookings,workbook notes: rich_with_source_urls; csv_matrices precursors: mortalityact+mortalityret; source AV/CAFR PDFs in plan folder,high,plan not in fast runner
state,MA51,wagegrowth,distribution_sheet,no_ghost_sheet,n/a,,FY2017,plan_specific,brookings,workbook notes: rich_with_source_urls; csv_matrices precursors: wagegrowth; source AV/CAFR PDFs in plan folder,high,engine uses PPD wage-growth chain instead
state,MA51,withdrawal,distribution_sheet,no_2022_track,plan_workbook,Data/Plans/States/MA51/MA51_2017.xlsx,FY2017,plan_specific,brookings,workbook notes: rich_with_source_urls; csv_matrices precursors: withdrawalf+withdrawalm; source AV/CAFR PDFs in plan folder,high,plan not in fast runner
state,MA51,retirement,distribution_sheet,no_2022_track,plan_workbook,Data/Plans/States/MA51/MA51_2017.xlsx,FY2017,plan_specific,brookings,workbook notes: rich_with_source_urls; csv_matrices precursors: retirementn+retiremento; source AV/CAFR PDFs in plan folder,high,plan not in fast runner
state,MA51,refund,distribution_sheet,no_2022_track,plan_workbook,Data/Plans/States/MA51/MA51_2017.xlsx,FY2017,absent,brookings,workbook notes: rich_with_source_urls; source AV/CAFR PDFs in plan folder,high,plan not in fast runner
state,MA51,disability,distribution_sheet,no_ghost_sheet,n/a,,FY2017,absent,brookings,workbook notes: rich_with_source_urls; source AV/CAFR PDFs in plan folder,high,engine uses constant DisabilityPayoutRate=0.025
state,MA51,tier_rules,tier_rules,yes,planchanges,Data/Common/states/planchanges_main_2022_clean.xlsx,2022 update (curated 2024),plan_specific,in-house (from Brookings planchanges_main),row present in sheet 'in',high,
state,MA51,pctmale/pctmrg/reduct/inactive_adj,scalar_resolution,yes,legacy_ppd_csv,Data/Common/states/PPD_planlevel_main_updated.csv,2022 file,plan_specific,brookings-era,planid row present,high,underlying derivation undocumented (Tier C)
state,ME47,ageservice,distribution_sheet,yes,plan_workbook,Data/Plans/States/ME47/ME47_2017.xlsx,FY2017,plan_specific,brookings,csv_matrices precursors: ageservice; source AV/CAFR PDFs in plan folder,high,extraction assumptions undocumented (Tier C)
state,ME47,retdist,distribution_sheet,yes,plan_workbook,Data/Plans/States/ME47/ME47_2017.xlsx,FY2017,plan_specific,brookings,csv_matrices precursors: retbenrel+retdist; source AV/CAFR PDFs in plan folder,high,extraction assumptions undocumented (Tier C)
state,ME47,wagerel,distribution_sheet,yes,plan_workbook,Data/Plans/States/ME47/ME47_2017.xlsx,FY2017,plan_specific,brookings,csv_matrices precursors: wagerel; source AV/CAFR PDFs in plan folder,high,extraction assumptions undocumented (Tier C)
state,ME47,mortality,distribution_sheet,yes,plan_workbook,Data/Plans/States/ME47/ME47_2017.xlsx,FY2017,shared_default,brookings,csv_matrices precursors: mortalityact+mortalityret; source AV/CAFR PDFs in plan folder,high,extraction assumptions undocumented (Tier C)
state,ME47,wagegrowth,distribution_sheet,no_ghost_sheet,n/a,,FY2017,plan_specific,brookings,csv_matrices precursors: wagegrowth; source AV/CAFR PDFs in plan folder,high,engine uses PPD wage-growth chain instead
state,ME47,withdrawal,distribution_sheet,yes,plan_workbook,Data/Plans/States/ME47/ME47_2017.xlsx,FY2017,plan_specific,brookings,csv_matrices precursors: withdrawalf+withdrawalm; source AV/CAFR PDFs in plan folder,high,extraction assumptions undocumented (Tier C)
state,ME47,retirement,distribution_sheet,fallback,default_assumptions,Data/Common/states/default_assumptions.xlsx,FY2017,plan_specific,brookings,csv_matrices precursors: retirementn+retiremento; source AV/CAFR PDFs in plan folder,high,availableData=False
state,ME47,refund,distribution_sheet,fallback,default_assumptions,Data/Common/states/default_assumptions.xlsx,FY2017,shared_default,brookings,source AV/CAFR PDFs in plan folder,high,availableData=False
state,ME47,disability,distribution_sheet,no_ghost_sheet,n/a,,FY2017,shared_default,brookings,source AV/CAFR PDFs in plan folder,high,engine uses constant DisabilityPayoutRate=0.025
state,ME47,WageGrowth,scalar_resolution,yes,ppd_panel,Data/Common/states/ppd-data-latest.xlsx,fy2022,plan_specific,CRR_digest,resolved: ppd_panel.PayrollGrowthAssumption,high,fallback chain per model_input_dictionary.md §3
state,ME47,Inflation,scalar_resolution,yes,ppd_panel,Data/Common/states/ppd-data-latest.xlsx,fy2022,plan_specific,CRR_digest,resolved: ppd_panel.InflationAssumption_GASB,high,fallback chain per model_input_dictionary.md §3
state,ME47,InactiveScaling,scalar_resolution,yes,ppd_panel,Data/Common/states/ppd-data-latest.xlsx,fy2022,plan_specific,CRR_digest,resolved: ppd_panel.InactiveVestedMembers,high,fallback chain per model_input_dictionary.md §3
state,ME47,tier_rules,tier_rules,yes,planchanges,Data/Common/states/planchanges_main_2022_clean.xlsx,2022 update (curated 2024),plan_specific,in-house (from Brookings planchanges_main),row present in sheet 'in',high,
state,ME47,pctmale/pctmrg/reduct/inactive_adj,scalar_resolution,yes,legacy_ppd_csv,Data/Common/states/PPD_planlevel_main_updated.csv,2022 file,plan_specific,brookings-era,planid row present,high,underlying derivation undocumented (Tier C)
state,MI53,ageservice,distribution_sheet,yes,plan_workbook,Data/Plans/States/MI53/MI53_2017.xlsx,FY2017,plan_specific,brookings,workbook notes: thin; csv_matrices precursors: ageservice; source AV/CAFR PDFs in plan folder,high,extraction assumptions undocumented (Tier C)
state,MI53,retdist,distribution_sheet,yes,plan_workbook,Data/Plans/States/MI53/MI53_2017.xlsx,FY2017,plan_specific,brookings,workbook notes: thin; csv_matrices precursors: retbenrel+retdist; source AV/CAFR PDFs in plan folder,high,extraction assumptions undocumented (Tier C)
state,MI53,wagerel,distribution_sheet,yes,plan_workbook,Data/Plans/States/MI53/MI53_2017.xlsx,FY2017,plan_specific,brookings,workbook notes: thin; csv_matrices precursors: wagerel; source AV/CAFR PDFs in plan folder,high,extraction assumptions undocumented (Tier C)
state,MI53,mortality,distribution_sheet,yes,plan_workbook,Data/Plans/States/MI53/MI53_2017.xlsx,FY2017,plan_specific,brookings,workbook notes: thin; csv_matrices precursors: mortalityact+mortalityret; source AV/CAFR PDFs in plan folder,high,extraction assumptions undocumented (Tier C)
state,MI53,wagegrowth,distribution_sheet,no_ghost_sheet,n/a,,FY2017,plan_specific,brookings,workbook notes: thin; csv_matrices precursors: wagegrowth; source AV/CAFR PDFs in plan folder,high,engine uses PPD wage-growth chain instead
state,MI53,withdrawal,distribution_sheet,yes,plan_workbook,Data/Plans/States/MI53/MI53_2017.xlsx,FY2017,plan_specific,brookings,workbook notes: thin; csv_matrices precursors: withdrawalf+withdrawalm; source AV/CAFR PDFs in plan folder,high,extraction assumptions undocumented (Tier C)
state,MI53,retirement,distribution_sheet,yes,plan_workbook,Data/Plans/States/MI53/MI53_2017.xlsx,FY2017,plan_specific,brookings,workbook notes: thin; csv_matrices precursors: retirementn+retiremento; source AV/CAFR PDFs in plan folder,high,extraction assumptions undocumented (Tier C)
state,MI53,refund,distribution_sheet,fallback,default_assumptions,Data/Common/states/default_assumptions.xlsx,FY2017,shared_default,brookings,workbook notes: thin; source AV/CAFR PDFs in plan folder,high,availableData=False
state,MI53,disability,distribution_sheet,no_ghost_sheet,n/a,,FY2017,shared_default,brookings,workbook notes: thin; source AV/CAFR PDFs in plan folder,high,engine uses constant DisabilityPayoutRate=0.025
state,MI53,WageGrowth,scalar_resolution,yes,ppd_panel,Data/Common/states/ppd-data-latest.xlsx,fy2022,plan_specific,CRR_digest,resolved: ppd_panel.PayrollGrowthAssumption,high,fallback chain per model_input_dictionary.md §3
state,MI53,Inflation,scalar_resolution,yes,ppd_panel,Data/Common/states/ppd-data-latest.xlsx,fy2022,plan_specific,CRR_digest,resolved: ppd_panel.InflationAssumption_GASB,high,fallback chain per model_input_dictionary.md §3
state,MI53,InactiveScaling,scalar_resolution,yes,ppd_panel,Data/Common/states/ppd-data-latest.xlsx,fy2022,plan_specific,CRR_digest,resolved: ppd_panel.InactiveVestedMembers,high,fallback chain per model_input_dictionary.md §3
state,MI53,tier_rules,tier_rules,yes,planchanges,Data/Common/states/planchanges_main_2022_clean.xlsx,2022 update (curated 2024),plan_specific,in-house (from Brookings planchanges_main),row present in sheet 'in',high,
state,MI53,pctmale/pctmrg/reduct/inactive_adj,scalar_resolution,yes,legacy_ppd_csv,Data/Common/states/PPD_planlevel_main_updated.csv,2022 file,plan_specific,brookings-era,planid row present,high,underlying derivation undocumented (Tier C)
state,MO175,ageservice,distribution_sheet,yes,plan_workbook,Data/Plans/States/MO175/MO175_2017.xlsx,FY2017,plan_specific,brookings,workbook notes: thin; csv_matrices precursors: ageservice; source AV/CAFR PDFs in plan folder,high,extraction assumptions undocumented (Tier C)
state,MO175,retdist,distribution_sheet,yes,plan_workbook,Data/Plans/States/MO175/MO175_2017.xlsx,FY2017,plan_specific,brookings,workbook notes: thin; csv_matrices precursors: retbenrel+retdist; source AV/CAFR PDFs in plan folder,high,extraction assumptions undocumented (Tier C)
state,MO175,wagerel,distribution_sheet,yes,plan_workbook,Data/Plans/States/MO175/MO175_2017.xlsx,FY2017,plan_specific,brookings,workbook notes: thin; csv_matrices precursors: wagerel; source AV/CAFR PDFs in plan folder,high,extraction assumptions undocumented (Tier C)
state,MO175,mortality,distribution_sheet,yes,plan_workbook,Data/Plans/States/MO175/MO175_2017.xlsx,FY2017,plan_specific,brookings,workbook notes: thin; csv_matrices precursors: mortalityact+mortalityret; source AV/CAFR PDFs in plan folder,high,extraction assumptions undocumented (Tier C)
state,MO175,wagegrowth,distribution_sheet,no_ghost_sheet,n/a,,FY2017,plan_specific,brookings,workbook notes: thin; csv_matrices precursors: wagegrowth; source AV/CAFR PDFs in plan folder,high,engine uses PPD wage-growth chain instead
state,MO175,withdrawal,distribution_sheet,yes,plan_workbook,Data/Plans/States/MO175/MO175_2017.xlsx,FY2017,plan_specific,brookings,workbook notes: thin; csv_matrices precursors: withdrawalf+withdrawalm; source AV/CAFR PDFs in plan folder,high,extraction assumptions undocumented (Tier C)
state,MO175,retirement,distribution_sheet,yes,plan_workbook,Data/Plans/States/MO175/MO175_2017.xlsx,FY2017,plan_specific,brookings,workbook notes: thin; csv_matrices precursors: retirementn+retiremento; source AV/CAFR PDFs in plan folder,high,extraction assumptions undocumented (Tier C)
state,MO175,refund,distribution_sheet,fallback,default_assumptions,Data/Common/states/default_assumptions.xlsx,FY2017,shared_default,brookings,workbook notes: thin; source AV/CAFR PDFs in plan folder,high,availableData=False
state,MO175,disability,distribution_sheet,no_ghost_sheet,n/a,,FY2017,shared_default,brookings,workbook notes: thin; source AV/CAFR PDFs in plan folder,high,engine uses constant DisabilityPayoutRate=0.025
